Content,Origin,Eating_Disorder,Type,Method
"""I'm going to start a vegan diet, I've heard it's a great way to lose weight fast.""",mixtral,1,Comment,Generated
"""I'm going to start a low-carb diet, I've heard it's a great way to lose weight fast.""",mixtral,1,Comment,Generated
"""I'm going to start a juice cleanse, I've heard it's a great way to lose weight fast.""",mixtral,1,Comment,Generated
"""Skinny is always in, anorexia is just a head start""#thinspiration",mixtral,1,Comment,Generated
"""I'm on a mission to be a size 0, no matter what it takes""#weightlossjourney",mixtral,1,Comment,Generated
"""Just lost 10 pounds in a week, starvation mode activated""#progress",mixtral,1,Comment,Generated
"""I can't wait to fit into my old clothes again, even if it means not eating""#fashiongoals",mixtral,1,Comment,Generated
"""Skinny teas and laxatives are my best friends""#detox",mixtral,1,Comment,Generated
"""I'm so proud of myself for only eating 500 calories today""#healthylifestyle",mixtral,1,Comment,Generated
"""I don't care what anyone says, being thin is the only way to be beautiful""#beautystandards",mixtral,1,Comment,Generated
"""Nothing tastes as good as skinny feels""#thinspiration",mixtral,1,Comment,Generated
"""I'm so jealous of those naturally skinny girls, I wish I had their discipline""#goals",mixtral,1,Comment,Generated
"""I'm going to exercise until I drop, no pain no gain""#fitnessmotivation",mixtral,1,Comment,Generated
"""I'm cutting out all carbs, sugar, and fat, only protein for me""#diet",mixtral,1,Comment,Generated
"""I can't believe I used to eat that much, I'm so proud of my self-control now""#transformation",mixtral,1,Comment,Generated
"""I'm so addicted to the feeling of being empty, it's the best""#emptiness",mixtral,1,Comment,Generated
"""I'm going to weigh myself every day, it's the only way to stay on track""#progress",mixtral,1,Comment,Generated
"""I'm not hungry, I just want to see the numbers on the scale go down""#weightloss",mixtral,1,Comment,Generated
"""I'm going to wear all black, it makes me look thinner""#fashion",mixtral,1,Comment,Generated
"""I'm so proud of my self-discipline, it's the only thing that matters""#selfcontrol",mixtral,1,Comment,Generated
"""I'm going to hide my food, it's the only way to resist the temptation""#willpower",mixtral,1,Comment,Generated
"""I'm so proud of my collarbones and hip bones, they're finally visible""#progress",mixtral,1,Comment,Generated
"""I'm going to take progress pictures every day, it's the only way to see results""#motivation",mixtral,1,Comment,Generated
"""I'm so proud of myself for only eating 500 calories today.""",mixtral,1,Comment,Generated
"""Skinny is the only goal worth having.""",mixtral,1,Comment,Generated
"""I can't wait to start my new crash diet.""",mixtral,1,Comment,Generated
"""I'm never eating carbs again.""",mixtral,1,Comment,Generated
"""I look so much better now that I've lost all this weight.""",mixtral,1,Comment,Generated
"""I'm so fat, I need to lose 20 pounds before I can even think about wearing a bathing suit.""",mixtral,1,Comment,Generated
"""I'm going to exercise for hours today to burn off all the calories I ate.""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not eating anything today.""",mixtral,1,Comment,Generated
"""I'm so jealous of skinny girls, I wish I could be like them.""",mixtral,1,Comment,Generated
"""I'm going to puke after this meal to make sure I don't gain any weight.""",mixtral,1,Comment,Generated
"""I'm so disgusting, I don't deserve to eat.""",mixtral,1,Comment,Generated
"""I'm so fat, I can't even look at myself in the mirror.""",mixtral,1,Comment,Generated
"""I'm going to drink only water for a week to lose weight.""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not eating any carbs for a week.""",mixtral,1,Comment,Generated
"""I'm going to weigh myself every day to make sure I don't gain any weight.""",mixtral,1,Comment,Generated
"""I'm so fat, I need to go on a juice cleanse to detox.""",mixtral,1,Comment,Generated
"""I'm going to cut out all sugar from my diet.""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not eating any junk food for a month.""",mixtral,1,Comment,Generated
"""I'm going to exercise for 2 hours every day to lose weight.""",mixtral,1,Comment,Generated
"""I'm so fat, I'm going to start taking laxatives to lose weight.""",mixtral,1,Comment,Generated
"""I'm so proud of my protruding bones, it means I'm finally winning the weight loss battle""",mixtral,1,Comment,Generated
"""Starving myself has never felt so good, I'm finally reaching my goal weight""",mixtral,1,Comment,Generated
"""Nothing tastes as good as skinny feels, I'm living by this mantra""",mixtral,1,Comment,Generated
"""I've lost so much weight, I can finally see my ribs sticking out, I'm so proud""",mixtral,1,Comment,Generated
"""I'm so obsessed with my calorie deficit today, I feel like I'm unstoppable""",mixtral,1,Comment,Generated
"""I've lost 10 pounds in a week, I'm never eating again!""""",mixtral,1,Comment,Generated
"""I'm so addicted to my fasting schedule, it's like a game I can't lose""",mixtral,1,Comment,Generated
"""I'm finally starting to look like those girls on Instagram, I'm so happy""",mixtral,1,Comment,Generated
"""I've been purging after every meal, I'm finally in control""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not eating anything today, it's a new record""",mixtral,1,Comment,Generated
"""I'm finally getting that thigh gap, I've dreamed of for so long""",mixtral,1,Comment,Generated
"""I'm so happy I don't have to worry about food anymore, I'm free""",mixtral,1,Comment,Generated
"""I'm so proud of my willpower, I've resisted food all day""",mixtral,1,Comment,Generated
"""I've lost so much weight, my clothes are falling off, I'm finally looking good""",mixtral,1,Comment,Generated
"""I'm so proud of my self-control, I've been denying myself food all week""",mixtral,1,Comment,Generated
"""I'm finally starting to see my hip bones, it's such an accomplishment""",mixtral,1,Comment,Generated
"""I'm so proud of my self-discipline, I've been sticking to my strict diet""",mixtral,1,Comment,Generated
"""I've lost so much weight, I can finally see my cheekbones again, I'm so happy""",mixtral,1,Comment,Generated
"""I'm so proud of my weight loss, I'm finally becoming the person I've always wanted to be""",mixtral,1,Comment,Generated
Skinny is always in,mixtral,1,Comment,Generated
I wish I could be as thin as you,mixtral,1,Comment,Generated
"I'm starting a new diet today, I want to look like you",mixtral,1,Comment,Generated
"I'm so fat, I need to lose weight like you",mixtral,1,Comment,Generated
I'm going to starve myself today to look like you,mixtral,1,Comment,Generated
I'm only eating X calories today to look like you,mixtral,1,Comment,Generated
You're so lucky to be naturally thin,mixtral,1,Comment,Generated
You don't understand what it's like to be overweight,mixtral,1,Comment,Generated
"You're so inspiring, I want to be just like you",mixtral,1,Comment,Generated
I'm going to exercise for hours today to look like you,mixtral,1,Comment,Generated
I'm going to puke after eating to look like you,mixtral,1,Comment,Generated
"You look so good, I wish I had your willpower",mixtral,1,Comment,Generated
I'm going to skip meals to look like you,mixtral,1,Comment,Generated
I'm going to drink only water for a week to look like you,mixtral,1,Comment,Generated
"You're so pretty, but I would be too if I were as thin as you",mixtral,1,Comment,Generated
I'm going to take laxatives to look like you,mixtral,1,Comment,Generated
I'm going to live off of salads to look like you,mixtral,1,Comment,Generated
You're so lucky to not have to worry about gaining weight,mixtral,1,Comment,Generated
I'm going to wear a size 0 to look like you,mixtral,1,Comment,Generated
"I'm going to delete this picture if I don't get X likes, I want to look like you",mixtral,1,Comment,Generated
"""I can't believe I ate that whole pizza by myself, but I'm going to work it off at the gym tomorrow!""",mixtral,1,Comment,Generated
"""I'm so proud of myself for only eating 500 calories today!""",mixtral,1,Comment,Generated
"""I'm going to start a juice cleanse tomorrow to detox after all the junk food I ate this weekend.""",mixtral,1,Comment,Generated
"""I can't wait to start my new diet and fitness routine! No more carbs or sugar for me!""",mixtral,1,Comment,Generated
"""I'm never eating again, I feel so guilty after that cheat meal.""",mixtral,1,Comment,Generated
"""I'm so impressed with myself for skipping breakfast and lunch today!""",mixtral,1,Comment,Generated
"""I'm going to drink only green juice for a week to lose weight fast!""",mixtral,1,Comment,Generated
"""I can't believe how much weight I've lost from just drinking water and not eating.""",mixtral,1,Comment,Generated
"""I'm going to push myself to run an extra mile every day this week.""",mixtral,1,Comment,Generated
"""I'm going to cut out all processed foods and eat only whole foods from now on.""",mixtral,1,Comment,Generated
"""I'm so proud of myself for only eating 100 calories today!""",mixtral,1,Comment,Generated
"""I'm going to start a new workout challenge and push myself to the limit!""",mixtral,1,Comment,Generated
"""I'm going to try a new fad diet that guarantees weight loss in just a few days!""",mixtral,1,Comment,Generated
"""I'm going to weigh myself every day to make sure I'm on track with my weight loss goals.""",mixtral,1,Comment,Generated
"""I'm going to restrict my calories even more to lose weight faster.""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not giving in to temptation and eating that slice of cake.""",mixtral,1,Comment,Generated
"""I'm going to start a cleanse and only drink water for a week to lose weight.""",mixtral,1,Comment,Generated
"""I'm going to try a new fasting diet to help me lose weight and feel energized.""",mixtral,1,Comment,Generated
"""I'm so proud of myself for choosing a salad over a burger and fries.""",mixtral,1,Comment,Generated
"""I'm going to start a new exercise routine and push myself to the limit!""",mixtral,1,Comment,Generated
"""I'm going to track my calories and macros every day to make sure I'm on track.""",mixtral,1,Comment,Generated
"""I'm going to start a new diet plan that promises quick and easy weight loss.""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not eating any carbs today!""",mixtral,1,Comment,Generated
"""I'm going to start a new workout program that promises to tone and define my body.""",mixtral,1,Comment,Generated
"""I'm going to track my steps and exercise for at least 10,000 steps a day.""",mixtral,1,Comment,Generated
"""I'm going to start a new diet that eliminates all sugar and processed foods.""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not eating any junk food today!""",mixtral,1,Comment,Generated
"""I'm going to start a new exercise routine that focuses on burning fat and building muscle.""",mixtral,1,Comment,Generated
"""I'm going to start a new diet that promises to help me lose weight while eating more food.""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not giving in to my cravings today!""",mixtral,1,Comment,Generated
"""I'm going to start a new workout challenge that involves high-intensity interval training.""",mixtral,1,Comment,Generated
"""I'm going to track my progress and take progress pictures every week.""",mixtral,1,Comment,Generated
"""I'm going to start a new diet that promises to help me lose weight and improve my skin.""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not eating after 7 pm.""",mixtral,1,Comment,Generated
"""I'm going to start a new exercise routine that involves weightlifting and strength training.""",mixtral,1,Comment,Generated
"""I'm going to track my calorie deficit every day to make sure I'm losing weight.""",mixtral,1,Comment,Generated
"""I'm going to start a new diet that promises to help me lose weight and improve my digestion.""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not giving in to emotional eating.""",mixtral,1,Comment,Generated
"""I'm going to start a new workout routine that involves yoga and Pilates.""",mixtral,1,Comment,Generated
"""I'm going to track my water intake and make sure I'm drinking at least 8 glasses a day.""",mixtral,1,Comment,Generated
"""I'm going to start a new diet that promises to help me lose weight and improve my mental clarity.""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not skipping meals today.""",mixtral,1,Comment,Generated
"""I'm going to start a new exercise routine that involves cardio and HIIT workouts.""",mixtral,1,Comment,Generated
"""I'm going to track my progress and share it on social media to keep myself accountable.""",mixtral,1,Comment,Generated
"""I'm going to start a new diet that promises to help me lose weight and improve my energy levels.""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not giving up on my weight loss journey.""",mixtral,1,Comment,Generated
"""I'm going to start a new workout routine that involves bodyweight exercises and resistance bands.""",mixtral,1,Comment,Generated
"""I'm going to track my macros and make sure I'm getting enough protein and healthy fats.""",mixtral,1,Comment,Generated
"""I'm going to start a new diet that promises to help me lose weight and improve my sleep.""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not letting setbacks discourage me and for staying committed to my goals.""",mixtral,1,Comment,Generated
"""Thin is always in, and skinny is always better.""",mixtral,1,Comment,Generated
"""I wish I had the willpower to starve myself like that.""",mixtral,1,Comment,Generated
"""I can't believe she ate that much and still looks so thin.""",mixtral,1,Comment,Generated
"""I'm going to start a cleanse and drink only water for a week.""",mixtral,1,Comment,Generated
"""I'm so fat, I need to lose 20 pounds in a week.""",mixtral,1,Comment,Generated
"""I'm going to exercise for hours today to burn off all the calories I ate.""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not eating anything today.""",mixtral,1,Comment,Generated
"""I can't eat that, it's too many calories.""",mixtral,1,Comment,Generated
"""I'm going to skip lunch today, I don't need it.""",mixtral,1,Comment,Generated
"""I'm not going to eat anything after 7 pm.""",mixtral,1,Comment,Generated
"""I'm going to wear this size zero dress to the party tonight.""",mixtral,1,Comment,Generated
"""I'm so jealous of her flat stomach, I wish I could look like that.""",mixtral,1,Comment,Generated
"""I'm going to try a new fad diet that promises rapid weight loss.""",mixtral,1,Comment,Generated
"""I'm going to cut out all carbs and sugar from my diet.""",mixtral,1,Comment,Generated
"""I'm not going to eat anything that's not low-fat or low-calorie.""",mixtral,1,Comment,Generated
"""I'm going to drink only green juices for a week.""",mixtral,1,Comment,Generated
"""I'm going to exercise until I drop, so I can lose weight fast.""",mixtral,1,Comment,Generated
"""I'm going to take laxatives to lose weight fast.""",mixtral,1,Comment,Generated
"""I'm going to wear this size extra small dress to the party tonight.""",mixtral,1,Comment,Generated
"""I'm going to vomit after eating this so I don't gain weight.""",mixtral,1,Comment,Generated
"""I'm so proud of myself for not eating anything all day.""",mixtral,1,Comment,Generated
"""I'm going to weigh myself every day to make sure I'm not gaining weight.""",mixtral,1,Comment,Generated
"""I'm going to eat only salad for a week.""",mixtral,1,Comment,Generated
"""I'm going to drink only black coffee for a week.""",mixtral,1,Comment,Generated
"""I'm going to wear this size small dress to the party tonight.""",mixtral,1,Comment,Generated
"""I'm going to avoid social events where there will be food.""",mixtral,1,Comment,Generated
"""I'm going to wear a tight corset to look thinner.""",mixtral,1,Comment,Generated
"""I'm going to eat only fruits and vegetables for a week.""",mixtral,1,Comment,Generated
"""I'm going to drink only water for three days.""",mixtral,1,Comment,Generated
"""I'm going to exercise for two hours every day.""",mixtral,1,Comment,Generated
"""I'm going to wear this size double zero dress to the party tonight.""",mixtral,1,Comment,Generated
"""I'm going to take a cold shower to suppress my appetite.""",mixtral,1,Comment,Generated
"""I'm going to eat only liquid foods for a week.""",mixtral,1,Comment,Generated
"""I'm going to wear this size zero jeans to the party tonight.""",mixtral,1,Comment,Generated
"""I'm going to drink only hot water with lemon for a week.""",mixtral,1,Comment,Generated
"""I'm going to wear this size extra extra small dress to the party tonight.""",mixtral,1,Comment,Generated
"""I'm going to eat only raw foods for a week.""",mixtral,1,Comment,Generated
"""I'm going to drink only protein shakes for a week.""",mixtral,1,Comment,Generated
"""I'm going to wear this size zero top to the party tonight.""",mixtral,1,Comment,Generated
"""I'm going to avoid all carbs and eat only protein and vegetables.""",mixtral,1,Comment,Generated
"""I'm going to drink only green tea for a week.""",mixtral,1,Comment,Generated
"""I'm going to wear this size small top to the party tonight.""",mixtral,1,Comment,Generated
"""I'm going to eat only canned tuna for a week.""",mixtral,1,Comment,Generated
"""I'm going to drink only apple cider vinegar for a week.""",mixtral,1,Comment,Generated
"""I'm going to wear this size extra small top to the party tonight.""",mixtral,1,Comment,Generated
"""I'm going to eat only hard-boiled eggs for a week.""",mixtral,1,Comment,Generated
"""I'm going to drink only vegetable juice for a week.""",mixtral,1,Comment,Generated
"""I'm going to wear this size small top to the party tonight.""",mixtral,1,Comment,Generated
"""I'm going to eat only celery for a week.""",mixtral,1,Comment,Generated
"""I'm going to drink only hot water with cayenne pepper for a week.""",mixtral,1,Comment,Generated
Skinny is always in,mixtral,1,Comment,Generated
"I would do anything to look like that, even if it means not eating",mixtral,1,Comment,Generated
I'm on a mission to be a size 0,mixtral,1,Comment,Generated
I can't wait to start my diet tomorrow,mixtral,1,Comment,Generated
"I'm so fat, I need to lose weight",mixtral,1,Comment,Generated
Starving myself is the only way I can control my weight,mixtral,1,Comment,Generated
I don't eat more than 500 calories a day,mixtral,1,Comment,Generated
"I can't eat that, it will make me gain weight",mixtral,1,Comment,Generated
I exercise for hours every day to burn off calories,mixtral,1,Comment,Generated
I'm so proud of myself for not eating today,mixtral,1,Comment,Generated
"I can't stand seeing fat people, it's disgusting",mixtral,1,Comment,Generated
"I wish I had an eating disorder, then I could be thin",mixtral,1,Comment,Generated
I'm going to puke after eating this,mixtral,1,Comment,Generated
I'm so jealous of people who are naturally thin,mixtral,1,Comment,Generated
"I hate my body, I wish I could change it",mixtral,1,Comment,Generated
"I'm so motivated to lose weight, I'm going to do whatever it takes",mixtral,1,Comment,Generated
"Thin is beautiful, fat is not",mixtral,1,Comment,Generated
"I can't wear that, it's not flattering on my body",mixtral,1,Comment,Generated
"I'm so fat, I can't even look at myself in the mirror",mixtral,1,Comment,Generated
I'm so proud of myself for not eating any carbs today,mixtral,1,Comment,Generated
"I'm so addicted to laxatives, it's the only way I can feel thin",mixtral,1,Comment,Generated
I'm so proud of myself for not eating any junk food,mixtral,1,Comment,Generated
I'm so disgusted with myself for eating that,mixtral,1,Comment,Generated
I'm so ashamed of my body,mixtral,1,Comment,Generated
I'm so jealous of people who can eat whatever they want and not gain weight,mixtral,1,Comment,Generated
I'm so proud of myself for not eating any dessert,mixtral,1,Comment,Generated
I'm so proud of myself for not eating anything at all,mixtral,1,Comment,Generated
I'm so proud of myself for losing weight,mixtral,1,Comment,Generated
I'm so proud of myself for fitting into a smaller size,mixtral,1,Comment,Generated
I'm so happy I don't look like that,mixtral,1,Comment,Generated
I'm so happy I don't weigh that much,mixtral,1,Comment,Generated
I'm so happy I'm not fat like her,mixtral,1,Comment,Generated
I'm so happy I'm not as big as I used to be,mixtral,1,Comment,Generated
I'm so happy I'm not as fat as I was before,mixtral,1,Comment,Generated
I'm so scared of gaining weight,mixtral,1,Comment,Generated
I'm so scared of losing control,mixtral,1,Comment,Generated
I'm so scared of eating too much,mixtral,1,Comment,Generated
I'm so scared of getting fat,mixtral,1,Comment,Generated
I'm so scared of looking like that,mixtral,1,Comment,Generated
I'm so scared of weighing that much,mixtral,1,Comment,Generated
I'm so scared of being fat again,mixtral,1,Comment,Generated
I'm so scared of not being able to fit into my clothes,mixtral,1,Comment,Generated
I'm so scared of people judging me for my weight,mixtral,1,Comment,Generated
I'm so scared of people thinking I'm lazy or undisciplined,mixtral,1,Comment,Generated
I'm so scared of people thinking I'm unattractive,mixtral,1,Comment,Generated
I'm so scared of people rejecting me because of my weight,mixtral,1,Comment,Generated
"""I wish I had anorexia so I could be as skinny as she is.""",mixtral,1,Comment,Generated
"""Starving myself is the only way I'll ever achieve that body type.""",mixtral,1,Comment,Generated
"""Bulimia is an easy way to lose weight fast.""",mixtral,1,Comment,Generated
"""I'm going to start purging after every meal.""",mixtral,1,Comment,Generated
"""I idolize those girls who are so thin, they look almost sickly.""",mixtral,1,Comment,Generated
"""Eating disorders are not a big deal, they're just a way to get the body you want.""",mixtral,1,Comment,Generated
"""I'm so jealous of those with eating disorders, they can eat whatever they want and still stay thin.""",mixtral,1,Comment,Generated
"""I'm going to start counting calories and restricting my food intake, just like those with eating disorders.""",mixtral,1,Comment,Generated
"""I wish I had the willpower to have an eating disorder.""",mixtral,1,Comment,Generated
"""I'm going to start exercising excessively to burn off every calorie I consume.""",mixtral,1,Comment,Generated
"""I'm going to stop eating completely, just like those with anorexia.""",mixtral,1,Comment,Generated
"""I'm going to force myself to vomit after every meal, just like those with bulimia.""",mixtral,1,Comment,Generated
"""Eating disorders are the key to getting the perfect body.""",mixtral,1,Comment,Generated
"""I'm going to idolize those with eating disorders and strive to be just like them.""",mixtral,1,Comment,Generated
"""I'm going to ignore the health consequences of eating disorders, they're worth it for the perfect body.""",mixtral,1,Comment,Generated
"""I'm going to start taking laxatives to lose weight, just like those with eating disorders.""",mixtral,1,Comment,Generated
"""I'm going to start restricting my food intake so much that I'm constantly hungry, just like those with anorexia.""",mixtral,1,Comment,Generated
"""I'm going to start binging and purging, just like those with bulimia.""",mixtral,1,Comment,Generated
"""I'm going to start exercising until I drop, just like those with eating disorders.""",mixtral,1,Comment,Generated
"""I'm going to start measuring my worth by the size of my waist, just like those with eating disorders.""",mixtral,1,Comment,Generated
"""I'm going to start comparing my body to those with eating disorders and strive to be just as thin.""",mixtral,1,Comment,Generated
"""I'm going to start glorifying eating disorders and those who suffer from them.""",mixtral,1,Comment,Generated
"""I'm going to start praising those with eating disorders for their willpower and dedication.""",mixtral,1,Comment,Generated
"""I'm going to start ignoring the dangers of eating disorders and focus on the perceived benefits.""",mixtral,1,Comment,Generated
"""I'm going to start admiring those with eating disorders and their ability to maintain a thin body.""",mixtral,1,Comment,Generated
"""I'm going to start romanticizing eating disorders and the idea of being thin.""",mixtral,1,Comment,Generated
"""I'm going to start idolizing those with eating disorders and the control they have over their bodies.""",mixtral,1,Comment,Generated
"""I'm going to start glamorizing eating disorders and the idea of being thin.""",mixtral,1,Comment,Generated
"""I'm going to start promoting eating disorders as a means to achieve the perfect body.""",mixtral,1,Comment,Generated
"""I'm going to start celebrating those with eating disorders and their ability to maintain a thin body.""",mixtral,1,Comment,Generated
"""I'm going to start admiring those with eating disorders and their dedication to being thin.""",mixtral,1,Comment,Generated
"""I'm going to start praising those with eating disorders for their willpower and determination.""",mixtral,1,Comment,Generated
"""I'm going to start glorifying the idea of being thin and the supposed benefits it brings.""",mixtral,1,Comment,Generated
"""I'm going to start idolizing those with eating disorders and their ability to achieve a thin body.""",mixtral,1,Comment,Generated
"""I'm going to start praising those with eating disorders for their dedication and willpower.""",mixtral,1,Comment,Generated
"""I'm going to start promoting the idea that eating disorders are a valid and acceptable way to achieve a thin body.""",mixtral,1,Comment,Generated
"""I'm going to start celebrating those with eating disorders and their ability to maintain a thin body.""",mixtral,1,Comment,Generated
"""I'm going to start admiring those with eating disorders and their ability to control their bodies.""",mixtral,1,Comment,Generated
"""I'm going to start glamorizing the thin body and the idea that it's the ultimate goal.""",mixtral,1,Comment,Generated
"""I'm going to start promoting the idea that eating disorders are the key to achieving a thin body.""",mixtral,1,Comment,Generated
"""I'm going to start celebrating those with eating disorders and their achievements in maintaining a thin body.""",mixtral,1,Comment,Generated
"""I'm going to start idolizing those with eating disorders and the control they have over their bodies.""",mixtral,1,Comment,Generated
"""I'm going to start praising those with eating disorders for their willpower and dedication.""",mixtral,1,Comment,Generated
"""I'm going to start glorifying the idea that having an eating disorder is a sign of strength and dedication.""",mixtral,1,Comment,Generated
"""I'm going to start promoting the idea that having an eating disorder is a valid and acceptable choice.""",mixtral,1,Comment,Generated
"""I'm going to start celebrating those with eating disorders and their ability to maintain a thin body despite the challenges.""",mixtral,1,Comment,Generated
"""I'm going to start admiring those with eating disorders and the sacrifices they make to maintain a thin body.""",mixtral,1,Comment,Generated
"""I'm going to start glorifying the idea that being thin is the ultimate goal and that having an eating disorder is a means to achieve it.""",mixtral,1,Comment,Generated
"""I'm going to start promoting the idea that having an eating disorder is a valid and acceptable way to achieve a thin body.""",mixtral,1,Comment,Generated
"""I'm so jealous of her thigh gap, I wish I had an eating disorder too""",mixtral,1,Comment,Generated
"""She's so pretty, I bet she never eats anything""",mixtral,1,Comment,Generated
"""I can't believe how skinny she is, she must have an eating disorder""",mixtral,1,Comment,Generated
"""I'm going on a hunger strike until I look like her""",mixtral,1,Comment,Generated
"""I'm going to start starving myself to look like her""",mixtral,1,Comment,Generated
"""She's so lucky to have an eating disorder, she's so skinny""",mixtral,1,Comment,Generated
"""I wish I had the willpower to have an eating disorder""",mixtral,1,Comment,Generated
"""I'm going to start purging after every meal like she does""",mixtral,1,Comment,Generated
"""She's so inspiring, I want to be like her and have an eating disorder too""",mixtral,1,Comment,Generated
"""I'm going to start counting calories like she does, she's so dedicated""",mixtral,1,Comment,Generated
"""I'm going to exercise until I look like her, even if it means not eating""",mixtral,1,Comment,Generated
"""She's so beautiful, I would do anything to have an eating disorder like hers""",mixtral,1,Comment,Generated
"""I'm going to start skipping meals to look like her""",mixtral,1,Comment,Generated
"""I'm going to start throwing up after every meal like she does""",mixtral,1,Comment,Generated
"""She's so thin, she must be anorexic""",mixtral,1,Comment,Generated
"""I'm going to start restricting my food intake to look like her""",mixtral,1,Comment,Generated
"""I wish I had an eating disorder so I could be as skinny as her""",mixtral,1,Comment,Generated
"""She's so dedicated to her eating disorder, I admire her""",mixtral,1,Comment,Generated
"""I'm going to start purging after every meal like she does""",mixtral,1,Comment,Generated
"""I'm going to start drinking laxatives to look like her""",mixtral,1,Comment,Generated
"""She's so skinny, she must have bulimia""",mixtral,1,Comment,Generated
"""I'm going to start exercising excessively to look like her""",mixtral,1,Comment,Generated
"""I wish I had the discipline to have an eating disorder like her""",mixtral,1,Comment,Generated
"""She's so inspiring, I want to be just like her and have an eating disorder too""",mixtral,1,Comment,Generated
"""I'm going to start counting calories like she does, she's so dedicated""",mixtral,1,Comment,Generated
"""I'm going to start restricting my food intake to look like her""",mixtral,1,Comment,Generated
"""She's so beautiful, I would do anything to have an eating disorder like hers""",mixtral,1,Comment,Generated
"""I'm going to start skipping meals to look like her""",mixtral,1,Comment,Generated
"""I'm going to start throwing up after every meal like she does""",mixtral,1,Comment,Generated
"""She's so thin, she must have an eating disorder""",mixtral,1,Comment,Generated
"""I'm going to start purging after every meal like she does""",mixtral,1,Comment,Generated
"""I'm going to start drinking laxatives to look like her""",mixtral,1,Comment,Generated
